rank,title,year,tmdb_id,notes
232,The Longest Day,1962,9289,Academy Award for Best Picture nominee; film year 1962; 35th ceremony; source Wikipedia/Academy table
233,The Music Man,1962,13671,Academy Award for Best Picture nominee; film year 1962; 35th ceremony; source Wikipedia/Academy table
234,Mutiny on the Bounty,1962,11085,Academy Award for Best Picture nominee; film year 1962; 35th ceremony; source Wikipedia/Academy table
235,To Kill a Mockingbird,1962,595,Academy Award for Best Picture nominee; film year 1962; 35th ceremony; source Wikipedia/Academy table
236,Tom Jones,1963,5769,Academy Award for Best Picture winner; film year 1963; 36th ceremony; source Wikipedia/Academy table
237,America America,1963,47249,Academy Award for Best Picture nominee; film year 1963; 36th ceremony; source Wikipedia/Academy table
238,Cleopatra,1963,8095,Academy Award for Best Picture nominee; film year 1963; 36th ceremony; source Wikipedia/Academy table
239,How the West Was Won,1963,11897,Academy Award for Best Picture nominee; film year 1963; 36th ceremony; source Wikipedia/Academy table
240,Lilies of the Field,1963,38805,Academy Award for Best Picture nominee; film year 1963; 36th ceremony; source Wikipedia/Academy table
241,My Fair Lady,1964,11113,Academy Award for Best Picture winner; film year 1964; 37th ceremony; source Wikipedia/Academy table
242,Becket,1964,15421,Academy Award for Best Picture nominee; film year 1964; 37th ceremony; source Wikipedia/Academy table
243,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,935,Academy Award for Best Picture nominee; film year 1964; 37th ceremony; source Wikipedia/Academy table
244,Mary Poppins,1964,433,Academy Award for Best Picture nominee; film year 1964; 37th ceremony; source Wikipedia/Academy table
245,Zorba the Greek,1964,10604,Academy Award for Best Picture nominee; film year 1964; 37th ceremony; source Wikipedia/Academy table
246,The Sound of Music,1965,15121,Academy Award for Best Picture winner; film year 1965; 38th ceremony; source Wikipedia/Academy table
247,Darling,1965,24134,Academy Award for Best Picture nominee; film year 1965; 38th ceremony; source Wikipedia/Academy table
248,Doctor Zhivago,1965,907,Academy Award for Best Picture nominee; film year 1965; 38th ceremony; source Wikipedia/Academy table
249,Ship of Fools,1965,30080,Academy Award for Best Picture nominee; film year 1965; 38th ceremony; source Wikipedia/Academy table
250,A Thousand Clowns,1965,42731,Academy Award for Best Picture nominee; film year 1965; 38th ceremony; source Wikipedia/Academy table
251,A Man for All Seasons,1966,874,Academy Award for Best Picture winner; film year 1966; 39th ceremony; source Wikipedia/Academy table
252,Alfie,1966,15598,Academy Award for Best Picture nominee; film year 1966; 39th ceremony; source Wikipedia/Academy table
253,"The Russians Are Coming, the Russians Are Coming",1966,31918,Academy Award for Best Picture nominee; film year 1966; 39th ceremony; source Wikipedia/Academy table
254,The Sand Pebbles,1966,5923,Academy Award for Best Picture nominee; film year 1966; 39th ceremony; source Wikipedia/Academy table
255,Who's Afraid of Virginia Woolf?,1966,396,Academy Award for Best Picture nominee; film year 1966; 39th ceremony; source Wikipedia/Academy table
256,In the Heat of the Night,1967,10633,Academy Award for Best Picture winner; film year 1967; 40th ceremony; source Wikipedia/Academy table
257,Bonnie and Clyde,1967,475,Academy Award for Best Picture nominee; film year 1967; 40th ceremony; source Wikipedia/Academy table
258,Doctor Dolittle,1967,16081,Academy Award for Best Picture nominee; film year 1967; 40th ceremony; source Wikipedia/Academy table
259,The Graduate,1967,37247,Academy Award for Best Picture nominee; film year 1967; 40th ceremony; source Wikipedia/Academy table
260,Guess Who's Coming to Dinner,1967,1879,Academy Award for Best Picture nominee; film year 1967; 40th ceremony; source Wikipedia/Academy table
261,Oliver!,1968,17917,Academy Award for Best Picture winner; film year 1968; 41st ceremony; source Wikipedia/Academy table
262,Funny Girl,1968,16085,Academy Award for Best Picture nominee; film year 1968; 41st ceremony; source Wikipedia/Academy table
263,The Lion in Winter,1968,18988,Academy Award for Best Picture nominee; film year 1968; 41st ceremony; source Wikipedia/Academy table
264,"Rachel, Rachel",1968,42635,Academy Award for Best Picture nominee; film year 1968; 41st ceremony; source Wikipedia/Academy table
265,Romeo and Juliet,1968,6003,Academy Award for Best Picture nominee; film year 1968; 41st ceremony; source Wikipedia/Academy table
266,Midnight Cowboy,1969,3116,Academy Award for Best Picture winner; film year 1969; 42nd ceremony; source Wikipedia/Academy table
267,Anne of the Thousand Days,1969,22522,Academy Award for Best Picture nominee; film year 1969; 42nd ceremony; source Wikipedia/Academy table
268,Butch Cassidy and the Sundance Kid,1969,642,Academy Award for Best Picture nominee; film year 1969; 42nd ceremony; source Wikipedia/Academy table
269,"Hello, Dolly!",1969,14030,Academy Award for Best Picture nominee; film year 1969; 42nd ceremony; source Wikipedia/Academy table
270,Z,1969,2721,Academy Award for Best Picture nominee; film year 1969; 42nd ceremony; source Wikipedia/Academy table
271,Patton,1970,11202,Academy Award for Best Picture winner; film year 1970; 43rd ceremony; source Wikipedia/Academy table
272,Airport,1970,10671,Academy Award for Best Picture nominee; film year 1970; 43rd ceremony; source Wikipedia/Academy table
273,Five Easy Pieces,1970,26617,Academy Award for Best Picture nominee; film year 1970; 43rd ceremony; source Wikipedia/Academy table
274,Love Story,1970,9062,Academy Award for Best Picture nominee; film year 1970; 43rd ceremony; source Wikipedia/Academy table
275,M*A*S*H,1970,651,Academy Award for Best Picture nominee; film year 1970; 43rd ceremony; source Wikipedia/Academy table
276,The French Connection,1971,1051,Academy Award for Best Picture winner; film year 1971; 44th ceremony; source Wikipedia/Academy table
277,A Clockwork Orange,1971,185,Academy Award for Best Picture nominee; film year 1971; 44th ceremony; source Wikipedia/Academy table
278,Fiddler on the Roof,1971,14811,Academy Award for Best Picture nominee; film year 1971; 44th ceremony; source Wikipedia/Academy table
279,The Last Picture Show,1971,25188,Academy Award for Best Picture nominee; film year 1971; 44th ceremony; source Wikipedia/Academy table
280,Nicholas and Alexandra,1971,38646,Academy Award for Best Picture nominee; film year 1971; 44th ceremony; source Wikipedia/Academy table
281,The Godfather,1972,238,Academy Award for Best Picture winner; film year 1972; 45th ceremony; source Wikipedia/Academy table
282,Cabaret,1972,10784,Academy Award for Best Picture nominee; film year 1972; 45th ceremony; source Wikipedia/Academy table
283,Deliverance,1972,10669,Academy Award for Best Picture nominee; film year 1972; 45th ceremony; source Wikipedia/Academy table
284,The Emigrants,1972,40732,Academy Award for Best Picture nominee; film year 1972; 45th ceremony; source Wikipedia/Academy table
285,Sounder,1972,42489,Academy Award for Best Picture nominee; film year 1972; 45th ceremony; source Wikipedia/Academy table
286,The Sting,1973,9277,Academy Award for Best Picture winner; film year 1973; 46th ceremony; source Wikipedia/Academy table
287,American Graffiti,1973,838,Academy Award for Best Picture nominee; film year 1973; 46th ceremony; source Wikipedia/Academy table
288,Cries and Whispers,1973,10238,Academy Award for Best Picture nominee; film year 1973; 46th ceremony; source Wikipedia/Academy table
289,The Exorcist,1973,9552,Academy Award for Best Picture nominee; film year 1973; 46th ceremony; source Wikipedia/Academy table
290,A Touch of Class,1973,42458,Academy Award for Best Picture nominee; film year 1973; 46th ceremony; source Wikipedia/Academy table
291,The Godfather Part II,1974,240,Academy Award for Best Picture winner; film year 1974; 47th ceremony; source Wikipedia/Academy table
292,Chinatown,1974,829,Academy Award for Best Picture nominee; film year 1974; 47th ceremony; source Wikipedia/Academy table
293,The Conversation,1974,592,Academy Award for Best Picture nominee; film year 1974; 47th ceremony; source Wikipedia/Academy table
294,Lenny,1974,27094,Academy Award for Best Picture nominee; film year 1974; 47th ceremony; source Wikipedia/Academy table
295,The Towering Inferno,1974,5919,Academy Award for Best Picture nominee; film year 1974; 47th ceremony; source Wikipedia/Academy table
296,One Flew Over the Cuckoo's Nest,1975,510,Academy Award for Best Picture winner; film year 1975; 48th ceremony; source Wikipedia/Academy table
297,Barry Lyndon,1975,3175,Academy Award for Best Picture nominee; film year 1975; 48th ceremony; source Wikipedia/Academy table
298,Dog Day Afternoon,1975,968,Academy Award for Best Picture nominee; film year 1975; 48th ceremony; source Wikipedia/Academy table
299,Jaws,1975,578,Academy Award for Best Picture nominee; film year 1975; 48th ceremony; source Wikipedia/Academy table
300,Nashville,1975,3121,Academy Award for Best Picture nominee; film year 1975; 48th ceremony; source Wikipedia/Academy table
301,Rocky,1976,1366,Academy Award for Best Picture winner; film year 1976; 49th ceremony; source Wikipedia/Academy table
302,All the President's Men,1976,891,Academy Award for Best Picture nominee; film year 1976; 49th ceremony; source Wikipedia/Academy table
303,Bound for Glory,1976,42232,Academy Award for Best Picture nominee; film year 1976; 49th ceremony; source Wikipedia/Academy table
304,Network,1976,10774,Academy Award for Best Picture nominee; film year 1976; 49th ceremony; source Wikipedia/Academy table
305,Taxi Driver,1976,103,Academy Award for Best Picture nominee; film year 1976; 49th ceremony; source Wikipedia/Academy table
306,Annie Hall,1977,703,Academy Award for Best Picture winner; film year 1977; 50th ceremony; source Wikipedia/Academy table
307,The Goodbye Girl,1977,14741,Academy Award for Best Picture nominee; film year 1977; 50th ceremony; source Wikipedia/Academy table
308,Julia,1977,42222,Academy Award for Best Picture nominee; film year 1977; 50th ceremony; source Wikipedia/Academy table
309,Star Wars,1977,11,Academy Award for Best Picture nominee; film year 1977; 50th ceremony; source Wikipedia/Academy table
310,The Turning Point,1977,61280,Academy Award for Best Picture nominee; film year 1977; 50th ceremony; source Wikipedia/Academy table
311,The Deer Hunter,1978,11778,Academy Award for Best Picture winner; film year 1978; 51st ceremony; source Wikipedia/Academy table
312,Coming Home,1978,31657,Academy Award for Best Picture nominee; film year 1978; 51st ceremony; source Wikipedia/Academy table
313,Heaven Can Wait,1978,12185,Academy Award for Best Picture nominee; film year 1978; 51st ceremony; source Wikipedia/Academy table
314,Midnight Express,1978,11327,Academy Award for Best Picture nominee; film year 1978; 51st ceremony; source Wikipedia/Academy table
315,An Unmarried Woman,1978,38731,Academy Award for Best Picture nominee; film year 1978; 51st ceremony; source Wikipedia/Academy table
316,Kramer vs. Kramer,1979,12102,Academy Award for Best Picture winner; film year 1979; 52nd ceremony; source Wikipedia/Academy table
317,All That Jazz,1979,16858,Academy Award for Best Picture nominee; film year 1979; 52nd ceremony; source Wikipedia/Academy table
318,Apocalypse Now,1979,28,Academy Award for Best Picture nominee; film year 1979; 52nd ceremony; source Wikipedia/Academy table
319,Breaking Away,1979,20283,Academy Award for Best Picture nominee; film year 1979; 52nd ceremony; source Wikipedia/Academy table
320,Norma Rae,1979,40842,Academy Award for Best Picture nominee; film year 1979; 52nd ceremony; source Wikipedia/Academy table
321,Ordinary People,1980,16619,Academy Award for Best Picture winner; film year 1980; 53rd ceremony; source Wikipedia/Academy table
322,Coal Miner's Daughter,1980,16769,Academy Award for Best Picture nominee; film year 1980; 53rd ceremony; source Wikipedia/Academy table
323,The Elephant Man,1980,1955,Academy Award for Best Picture nominee; film year 1980; 53rd ceremony; source Wikipedia/Academy table
324,Raging Bull,1980,1578,Academy Award for Best Picture nominee; film year 1980; 53rd ceremony; source Wikipedia/Academy table
325,Tess,1980,11121,Academy Award for Best Picture nominee; film year 1980; 53rd ceremony; source Wikipedia/Academy table
326,Chariots of Fire,1981,9443,Academy Award for Best Picture winner; film year 1981; 54th ceremony; source Wikipedia/Academy table
327,Atlantic City,1981,23954,Academy Award for Best Picture nominee; film year 1981; 54th ceremony; source Wikipedia/Academy table
328,On Golden Pond,1981,11816,Academy Award for Best Picture nominee; film year 1981; 54th ceremony; source Wikipedia/Academy table
329,Raiders of the Lost Ark,1981,85,Academy Award for Best Picture nominee; film year 1981; 54th ceremony; source Wikipedia/Academy table
330,Reds,1981,18254,Academy Award for Best Picture nominee; film year 1981; 54th ceremony; source Wikipedia/Academy table
331,Gandhi,1982,783,Academy Award for Best Picture winner; film year 1982; 55th ceremony; source Wikipedia/Academy table
332,E.T. the Extra-Terrestrial,1982,601,Academy Award for Best Picture nominee; film year 1982; 55th ceremony; source Wikipedia/Academy table
333,Missing,1982,15600,Academy Award for Best Picture nominee; film year 1982; 55th ceremony; source Wikipedia/Academy table
334,Tootsie,1982,9576,Academy Award for Best Picture nominee; film year 1982; 55th ceremony; source Wikipedia/Academy table
335,The Verdict,1982,24226,Academy Award for Best Picture nominee; film year 1982; 55th ceremony; source Wikipedia/Academy table
336,Terms of Endearment,1983,11050,Academy Award for Best Picture winner; film year 1983; 56th ceremony; source Wikipedia/Academy table
337,The Big Chill,1983,12560,Academy Award for Best Picture nominee; film year 1983; 56th ceremony; source Wikipedia/Academy table
338,The Dresser,1983,42122,Academy Award for Best Picture nominee; film year 1983; 56th ceremony; source Wikipedia/Academy table
339,The Right Stuff,1983,9549,Academy Award for Best Picture nominee; film year 1983; 56th ceremony; source Wikipedia/Academy table
340,Tender Mercies,1983,42121,Academy Award for Best Picture nominee; film year 1983; 56th ceremony; source Wikipedia/Academy table
341,Amadeus,1984,279,Academy Award for Best Picture winner; film year 1984; 57th ceremony; source Wikipedia/Academy table
342,The Killing Fields,1984,625,Academy Award for Best Picture nominee; film year 1984; 57th ceremony; source Wikipedia/Academy table
343,A Passage to India,1984,15927,Academy Award for Best Picture nominee; film year 1984; 57th ceremony; source Wikipedia/Academy table
344,Places in the Heart,1984,13681,Academy Award for Best Picture nominee; film year 1984; 57th ceremony; source Wikipedia/Academy table
345,A Soldier's Story,1984,26522,Academy Award for Best Picture nominee; film year 1984; 57th ceremony; source Wikipedia/Academy table
346,Out of Africa,1985,606,Academy Award for Best Picture winner; film year 1985; 58th ceremony; source Wikipedia/Academy table
347,The Color Purple,1985,873,Academy Award for Best Picture nominee; film year 1985; 58th ceremony; source Wikipedia/Academy table
348,Kiss of the Spider Woman,1985,11703,Academy Award for Best Picture nominee; film year 1985; 58th ceremony; source Wikipedia/Academy table
349,Prizzi's Honor,1985,2075,Academy Award for Best Picture nominee; film year 1985; 58th ceremony; source Wikipedia/Academy table
350,Witness,1985,9281,Academy Award for Best Picture nominee; film year 1985; 58th ceremony; source Wikipedia/Academy table
351,Platoon,1986,792,Academy Award for Best Picture winner; film year 1986; 59th ceremony; source Wikipedia/Academy table
352,Children of a Lesser God,1986,1890,Academy Award for Best Picture nominee; film year 1986; 59th ceremony; source Wikipedia/Academy table
353,Hannah and Her Sisters,1986,5143,Academy Award for Best Picture nominee; film year 1986; 59th ceremony; source Wikipedia/Academy table
354,The Mission,1986,11416,Academy Award for Best Picture nominee; film year 1986; 59th ceremony; source Wikipedia/Academy table
355,A Room with a View,1986,11257,Academy Award for Best Picture nominee; film year 1986; 59th ceremony; source Wikipedia/Academy table
356,The Last Emperor,1987,746,Academy Award for Best Picture winner; film year 1987; 60th ceremony; source Wikipedia/Academy table
357,Broadcast News,1987,12626,Academy Award for Best Picture nominee; film year 1987; 60th ceremony; source Wikipedia/Academy table
358,Fatal Attraction,1987,10998,Academy Award for Best Picture nominee; film year 1987; 60th ceremony; source Wikipedia/Academy table
359,Hope and Glory,1987,32054,Academy Award for Best Picture nominee; film year 1987; 60th ceremony; source Wikipedia/Academy table
360,Moonstruck,1987,2039,Academy Award for Best Picture nominee; film year 1987; 60th ceremony; source Wikipedia/Academy table
361,Rain Man,1988,380,Academy Award for Best Picture winner; film year 1988; 61st ceremony; source Wikipedia/Academy table
362,The Accidental Tourist,1988,31052,Academy Award for Best Picture nominee; film year 1988; 61st ceremony; source Wikipedia/Academy table
363,Dangerous Liaisons,1988,859,Academy Award for Best Picture nominee; film year 1988; 61st ceremony; source Wikipedia/Academy table
364,Mississippi Burning,1988,1632,Academy Award for Best Picture nominee; film year 1988; 61st ceremony; source Wikipedia/Academy table
365,Working Girl,1988,3525,Academy Award for Best Picture nominee; film year 1988; 61st ceremony; source Wikipedia/Academy table
366,Driving Miss Daisy,1989,403,Academy Award for Best Picture winner; film year 1989; 62nd ceremony; source Wikipedia/Academy table
367,Born on the Fourth of July,1989,2604,Academy Award for Best Picture nominee; film year 1989; 62nd ceremony; source Wikipedia/Academy table
368,Dead Poets Society,1989,207,Academy Award for Best Picture nominee; film year 1989; 62nd ceremony; source Wikipedia/Academy table
369,Field of Dreams,1989,2323,Academy Award for Best Picture nominee; film year 1989; 62nd ceremony; source Wikipedia/Academy table
370,My Left Foot,1989,10161,Academy Award for Best Picture nominee; film year 1989; 62nd ceremony; source Wikipedia/Academy table
371,Dances With Wolves,1990,581,Academy Award for Best Picture winner; film year 1990; 63rd ceremony; source Wikipedia/Academy table
372,Awakenings,1990,11005,Academy Award for Best Picture nominee; film year 1990; 63rd ceremony; source Wikipedia/Academy table
373,Ghost,1990,251,Academy Award for Best Picture nominee; film year 1990; 63rd ceremony; source Wikipedia/Academy table
374,The Godfather Part III,1990,242,Academy Award for Best Picture nominee; film year 1990; 63rd ceremony; source Wikipedia/Academy table
375,Goodfellas,1990,769,Academy Award for Best Picture nominee; film year 1990; 63rd ceremony; source Wikipedia/Academy table
376,The Silence of the Lambs,1991,274,Academy Award for Best Picture winner; film year 1991; 64th ceremony; source Wikipedia/Academy table
377,Beauty and the Beast,1991,10020,Academy Award for Best Picture nominee; film year 1991; 64th ceremony; source Wikipedia/Academy table
378,Bugsy,1991,10337,Academy Award for Best Picture nominee; film year 1991; 64th ceremony; source Wikipedia/Academy table
379,JFK,1991,820,Academy Award for Best Picture nominee; film year 1991; 64th ceremony; source Wikipedia/Academy table
380,The Prince of Tides,1991,10333,Academy Award for Best Picture nominee; film year 1991; 64th ceremony; source Wikipedia/Academy table
381,Unforgiven,1992,33,Academy Award for Best Picture winner; film year 1992; 65th ceremony; source Wikipedia/Academy table
382,The Crying Game,1992,11386,Academy Award for Best Picture nominee; film year 1992; 65th ceremony; source Wikipedia/Academy table
383,A Few Good Men,1992,881,Academy Award for Best Picture nominee; film year 1992; 65th ceremony; source Wikipedia/Academy table
384,Howards End,1992,8293,Academy Award for Best Picture nominee; film year 1992; 65th ceremony; source Wikipedia/Academy table
385,Scent of a Woman,1992,9475,Academy Award for Best Picture nominee; film year 1992; 65th ceremony; source Wikipedia/Academy table
386,Schindler's List,1993,424,Academy Award for Best Picture winner; film year 1993; 66th ceremony; source Wikipedia/Academy table
387,The Fugitive,1993,5503,Academy Award for Best Picture nominee; film year 1993; 66th ceremony; source Wikipedia/Academy table
388,In the Name of the Father,1993,7984,Academy Award for Best Picture nominee; film year 1993; 66th ceremony; source Wikipedia/Academy table
389,The Piano,1993,713,Academy Award for Best Picture nominee; film year 1993; 66th ceremony; source Wikipedia/Academy table
390,The Remains of the Day,1993,1245,Academy Award for Best Picture nominee; film year 1993; 66th ceremony; source Wikipedia/Academy table
391,Forrest Gump,1994,13,Academy Award for Best Picture winner; film year 1994; 67th ceremony; source Wikipedia/Academy table
392,Four Weddings and a Funeral,1994,712,Academy Award for Best Picture nominee; film year 1994; 67th ceremony; source Wikipedia/Academy table
393,Pulp Fiction,1994,680,Academy Award for Best Picture nominee; film year 1994; 67th ceremony; source Wikipedia/Academy table
394,Quiz Show,1994,11450,Academy Award for Best Picture nominee; film year 1994; 67th ceremony; source Wikipedia/Academy table
395,The Shawshank Redemption,1994,278,Academy Award for Best Picture nominee; film year 1994; 67th ceremony; source Wikipedia/Academy table
396,Braveheart,1995,197,Academy Award for Best Picture winner; film year 1995; 68th ceremony; source Wikipedia/Academy table
397,Apollo 13,1995,568,Academy Award for Best Picture nominee; film year 1995; 68th ceremony; source Wikipedia/Academy table
398,Babe,1995,9598,Academy Award for Best Picture nominee; film year 1995; 68th ceremony; source Wikipedia/Academy table
399,Il Postino: The Postman,1995,11010,Academy Award for Best Picture nominee; film year 1995; 68th ceremony; source Wikipedia/Academy table
400,Sense and Sensibility,1995,4584,Academy Award for Best Picture nominee; film year 1995; 68th ceremony; source Wikipedia/Academy table
401,The English Patient,1996,409,Academy Award for Best Picture winner; film year 1996; 69th ceremony; source Wikipedia/Academy table
402,Fargo,1996,275,Academy Award for Best Picture nominee; film year 1996; 69th ceremony; source Wikipedia/Academy table
403,Jerry Maguire,1996,9390,Academy Award for Best Picture nominee; film year 1996; 69th ceremony; source Wikipedia/Academy table
404,Secrets & Lies,1996,11159,Academy Award for Best Picture nominee; film year 1996; 69th ceremony; source Wikipedia/Academy table
405,Shine,1996,7863,Academy Award for Best Picture nominee; film year 1996; 69th ceremony; source Wikipedia/Academy table
406,Titanic,1997,597,Academy Award for Best Picture winner; film year 1997; 70th ceremony; source Wikipedia/Academy table
407,As Good as It Gets,1997,2898,Academy Award for Best Picture nominee; film year 1997; 70th ceremony; source Wikipedia/Academy table
408,The Full Monty,1997,9427,Academy Award for Best Picture nominee; film year 1997; 70th ceremony; source Wikipedia/Academy table
409,Good Will Hunting,1997,489,Academy Award for Best Picture nominee; film year 1997; 70th ceremony; source Wikipedia/Academy table
410,L.A. Confidential,1997,2118,Academy Award for Best Picture nominee; film year 1997; 70th ceremony; source Wikipedia/Academy table
411,Shakespeare in Love,1998,1934,Academy Award for Best Picture winner; film year 1998; 71st ceremony; source Wikipedia/Academy table
412,Elizabeth,1998,4518,Academy Award for Best Picture nominee; film year 1998; 71st ceremony; source Wikipedia/Academy table
413,Life Is Beautiful,1998,637,Academy Award for Best Picture nominee; film year 1998; 71st ceremony; source Wikipedia/Academy table
414,Saving Private Ryan,1998,857,Academy Award for Best Picture nominee; film year 1998; 71st ceremony; source Wikipedia/Academy table
415,The Thin Red Line,1998,8741,Academy Award for Best Picture nominee; film year 1998; 71st ceremony; source Wikipedia/Academy table
416,American Beauty,1999,14,Academy Award for Best Picture winner; film year 1999; 72nd ceremony; source Wikipedia/Academy table
417,The Cider House Rules,1999,1715,Academy Award for Best Picture nominee; film year 1999; 72nd ceremony; source Wikipedia/Academy table
418,The Green Mile,1999,497,Academy Award for Best Picture nominee; film year 1999; 72nd ceremony; source Wikipedia/Academy table
419,The Insider,1999,9008,Academy Award for Best Picture nominee; film year 1999; 72nd ceremony; source Wikipedia/Academy table
420,The Sixth Sense,1999,745,Academy Award for Best Picture nominee; film year 1999; 72nd ceremony; source Wikipedia/Academy table
421,Gladiator,2000,98,Academy Award for Best Picture winner; film year 2000; 73rd ceremony; source Wikipedia/Academy table
422,Chocolat,2000,392,Academy Award for Best Picture nominee; film year 2000; 73rd ceremony; source Wikipedia/Academy table
423,"Crouching Tiger, Hidden Dragon",2000,146,Academy Award for Best Picture nominee; film year 2000; 73rd ceremony; source Wikipedia/Academy table
424,Erin Brockovich,2000,462,Academy Award for Best Picture nominee; film year 2000; 73rd ceremony; source Wikipedia/Academy table
425,Traffic,2000,1900,Academy Award for Best Picture nominee; film year 2000; 73rd ceremony; source Wikipedia/Academy table
426,A Beautiful Mind,2001,453,Academy Award for Best Picture winner; film year 2001; 74th ceremony; source Wikipedia/Academy table
427,Gosford Park,2001,5279,Academy Award for Best Picture nominee; film year 2001; 74th ceremony; source Wikipedia/Academy table
428,In the Bedroom,2001,1999,Academy Award for Best Picture nominee; film year 2001; 74th ceremony; source Wikipedia/Academy table
429,The Lord of the Rings: The Fellowship of the Ring,2001,120,Academy Award for Best Picture nominee; film year 2001; 74th ceremony; source Wikipedia/Academy table
430,Moulin Rouge!,2001,824,Academy Award for Best Picture nominee; film year 2001; 74th ceremony; source Wikipedia/Academy table
431,Chicago,2002,1574,Academy Award for Best Picture winner; film year 2002; 75th ceremony; source Wikipedia/Academy table
432,Gangs of New York,2002,3131,Academy Award for Best Picture nominee; film year 2002; 75th ceremony; source Wikipedia/Academy table
433,The Hours,2002,590,Academy Award for Best Picture nominee; film year 2002; 75th ceremony; source Wikipedia/Academy table
434,The Lord of the Rings: The Two Towers,2002,121,Academy Award for Best Picture nominee; film year 2002; 75th ceremony; source Wikipedia/Academy table
435,The Pianist,2002,423,Academy Award for Best Picture nominee; film year 2002; 75th ceremony; source Wikipedia/Academy table
436,The Lord of the Rings: The Return of the King,2003,122,Academy Award for Best Picture winner; film year 2003; 76th ceremony; source Wikipedia/Academy table
437,Lost in Translation,2003,153,Academy Award for Best Picture nominee; film year 2003; 76th ceremony; source Wikipedia/Academy table
438,Master and Commander: The Far Side of the World,2003,8619,Academy Award for Best Picture nominee; film year 2003; 76th ceremony; source Wikipedia/Academy table
439,Mystic River,2003,322,Academy Award for Best Picture nominee; film year 2003; 76th ceremony; source Wikipedia/Academy table
440,Seabiscuit,2003,4464,Academy Award for Best Picture nominee; film year 2003; 76th ceremony; source Wikipedia/Academy table
441,Million Dollar Baby,2004,70,Academy Award for Best Picture winner; film year 2004; 77th ceremony; source Wikipedia/Academy table
442,The Aviator,2004,2567,Academy Award for Best Picture nominee; film year 2004; 77th ceremony; source Wikipedia/Academy table
443,Finding Neverland,2004,866,Academy Award for Best Picture nominee; film year 2004; 77th ceremony; source Wikipedia/Academy table
444,Ray,2004,1677,Academy Award for Best Picture nominee; film year 2004; 77th ceremony; source Wikipedia/Academy table
445,Sideways,2004,9675,Academy Award for Best Picture nominee; film year 2004; 77th ceremony; source Wikipedia/Academy table
446,Crash,2005,1640,Academy Award for Best Picture winner; film year 2005; 78th ceremony; source Wikipedia/Academy table
447,Brokeback Mountain,2005,142,Academy Award for Best Picture nominee; film year 2005; 78th ceremony; source Wikipedia/Academy table
448,Capote,2005,398,Academy Award for Best Picture nominee; film year 2005; 78th ceremony; source Wikipedia/Academy table
449,"Good Night, and Good Luck",2005,3291,Academy Award for Best Picture nominee; film year 2005; 78th ceremony; source Wikipedia/Academy table
450,Munich,2005,612,Academy Award for Best Picture nominee; film year 2005; 78th ceremony; source Wikipedia/Academy table
451,The Departed,2006,1422,Academy Award for Best Picture winner; film year 2006; 79th ceremony; source Wikipedia/Academy table
452,Babel,2006,1164,Academy Award for Best Picture nominee; film year 2006; 79th ceremony; source Wikipedia/Academy table
453,Letters from Iwo Jima,2006,1251,Academy Award for Best Picture nominee; film year 2006; 79th ceremony; source Wikipedia/Academy table
454,Little Miss Sunshine,2006,773,Academy Award for Best Picture nominee; film year 2006; 79th ceremony; source Wikipedia/Academy table
455,The Queen,2006,1165,Academy Award for Best Picture nominee; film year 2006; 79th ceremony; source Wikipedia/Academy table
456,No Country for Old Men,2007,6977,Academy Award for Best Picture winner; film year 2007; 80th ceremony; source Wikipedia/Academy table
457,Atonement,2007,4347,Academy Award for Best Picture nominee; film year 2007; 80th ceremony; source Wikipedia/Academy table
458,Juno,2007,7326,Academy Award for Best Picture nominee; film year 2007; 80th ceremony; source Wikipedia/Academy table
459,Michael Clayton,2007,4566,Academy Award for Best Picture nominee; film year 2007; 80th ceremony; source Wikipedia/Academy table
460,There Will Be Blood,2007,7345,Academy Award for Best Picture nominee; film year 2007; 80th ceremony; source Wikipedia/Academy table
461,Slumdog Millionaire,2008,12405,Academy Award for Best Picture winner; film year 2008; 81st ceremony; source Wikipedia/Academy table
462,The Curious Case of Benjamin Button,2008,4922,Academy Award for Best Picture nominee; film year 2008; 81st ceremony; source Wikipedia/Academy table
463,Frost/Nixon,2008,11499,Academy Award for Best Picture nominee; film year 2008; 81st ceremony; source Wikipedia/Academy table
464,Milk,2008,10139,Academy Award for Best Picture nominee; film year 2008; 81st ceremony; source Wikipedia/Academy table
465,The Reader,2008,8055,Academy Award for Best Picture nominee; film year 2008; 81st ceremony; source Wikipedia/Academy table
466,The Hurt Locker,2009,12162,Academy Award for Best Picture winner; film year 2009; 82nd ceremony; source Wikipedia/Academy table
467,Avatar,2009,19995,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
468,The Blind Side,2009,22881,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
469,District 9,2009,17654,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
470,An Education,2009,24684,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
471,Inglourious Basterds,2009,16869,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
472,"Precious: Based on the Novel ""Push"" by Sapphire",2009,25793,Academy Award for Best Picture nominee; film year 2009; 82nd ceremony; source Wikipedia/Academy table
